TransactionID,DateTime,EventType,TicketPrice,QuantitySold,CustomerID,CustomerAge,CustomerGender,CustomerLocation
65deb947-1592-4222-a4de-9b42df60a20f,2024-07-12 05:56:26,Sports,88.19,10,820a807d-58be-4514-8a7c-b4b92e1eef92,62,Female,Los Angeles
66277fcc-7d00-4f21-8a76-8411726061a6,2024-11-19 17:06:03,Theater,185.97,9,95a0a117-0f67-4050-b7eb-94f8e836889e,25,Female,Los Angeles
190e03c5-11a7-4a9e-a9ac-ab24867b08b6,2024-12-15 02:06:19,Theater,120.45,3,2750ba38-f2a8-4813-adab-4086b22cf1b7,62,Female,Phoenix
f67d2c7b-a538-4ed4-8a10-cbb5b73b2e81,2024-05-26 18:28:13,Concert,66.24,9,2ddccdb4-ef83-453c-ae97-895f7cccb9e9,30,Male,Phoenix
9d112154-4efe-45ce-9090-fa64ecb3e598,2024-11-22 20:09:49,Sports,92.59,4,2fc1bf57-1031-4801-8a48-fe9fa0672de9,41,Female,Los Angeles
981869f6-fe08-447d-b0e6-f08c6b114867,2024-05-26 11:47:58,Sports,115.5,7,fb3e41ba-36ae-4971-95fb-6e46dfddcc7c,60,Male,New York
dc71e488-e596-4f40-85ac-40e3a57a6ee9,2024-07-06 03:42:51,Theater,46.52,7,87ab9b5b-3a46-4125-9241-2bd1fec23e43,66,Male,Houston
250ce382-ac91-4133-ab76-dc869af16065,2024-03-08 15:47:33,Theater,47.35,9,be3ae380-a5f6-410f-86da-6c33b32047e0,26,Male,Phoenix
9b41dc08-46d9-4169-81ce-58447aa343be,2024-04-07 16:27:12,Sports,71.38,10,38b8a319-9c5b-4c3c-99b6-adc5cff83e7d,44,Male,New York
2b1e75ab-730f-42a1-bf2b-0c661ddd29f1,2024-10-20 21:53:12,Theater,186.21,7,15189ced-012d-4e80-a93b-7118a4e718a6,66,Male,Los Angeles
1a94ad22-c8c3-4cec-b657-29ad1bc47888,2024-06-10 01:59:33,Theater,34.39,9,b07c0102-f5d1-4aa8-8a8b-c29878c112a6,58,Female,Chicago
71003ff2-c072-4048-877c-1cf4f035080b,2024-08-01 08:28:01,Sports,104.14,4,64529bd1-1a1c-48da-bf4e-cbf5f53c4b63,65,Male,Chicago
65b0f809-ccc0-4497-92ae-1c1c7befd805,2024-11-21 05:22:52,Theater,171.27,10,a3e8fa07-2bb7-48d2-b9a2-33eac6642882,22,Female,Los Angeles
b13b7e2a-e4f0-47a5-8f4b-c934ff848b71,2024-06-20 14:22:43,Theater,59.08,9,3007af51-810c-4b9b-84f0-479e57a44011,58,Female,Houston
3c3b254b-1c76-4f82-a227-8bb226866abf,2024-05-01 20:32:46,Theater,167.67,1,536ca001-c8ff-4f70-9523-736e0c76b6a7,46,Female,Chicago
1858d467-7c2f-4122-a22d-429d5d65e04a,2024-07-27 12:52:13,Sports,30.28,8,ba9bac7b-94a2-4a80-9c38-6d05317a2e6e,41,Female,New York
456feb20-d1bc-4da0-a397-849186f7d973,2024-05-20 05:03:09,Sports,30.88,8,80ca9287-464f-4745-a180-dd75faaecdaa,45,Female,Chicago
1354909b-a924-4b50-8873-cfc11d0481b8,2024-04-01 21:45:22,Theater,35.96,7,59cdd371-1256-4400-acd7-a16198323aa5,27,Female,New York
9d506374-0bf2-40a2-8645-a2b91b15b1fe,2024-02-27 21:02:11,Concert,103.38,5,1398138c-8aa3-4571-8612-101e1b328131,27,Female,New York
c67ae7ae-1100-4d56-a842-80ead92f4b90,2024-03-08 14:57:54,Theater,55.29,8,15fbcbca-c6dc-4440-b636-a5a89a2346a3,69,Male,Chicago
cc0a648c-d8f2-4320-b55f-1597e18eec61,2024-08-25 12:35:30,Theater,28.84,7,4018dde7-3067-4019-b9d7-9d7c59d9c682,42,Female,Houston
ce2a9b0c-794b-4b5b-87f3-a2dfaa0f45f4,2024-08-23 10:11:32,Theater,82.0,8,4ac06c51-8262-423d-8283-bd87241cc0a2,52,Male,Chicago
085357f2-96e4-4411-8f59-2145d540c7d2,2024-08-01 19:51:33,Concert,30.8,4,ce2d64c7-52cd-4c6f-b809-731b51f50c5f,60,Female,New York
799cb358-26d4-4857-b330-bf3a9733cfc3,2024-11-06 22:55:44,Theater,109.38,6,92628b05-135a-4693-8fde-9a277620f478,56,Male,New York
c1f2e66e-d9f9-4c79-a009-34e2a6baf072,2024-03-08 00:45:11,Theater,145.33,3,70761672-c912-4721-9caa-eaa03b4912a1,56,Female,Los Angeles
9e7514a1-21ef-440b-ae5e-c51272771a91,2024-04-17 22:52:10,Concert,25.56,8,30c11ffa-72c1-46d7-80e9-f006c2a0a6c4,22,Female,Houston
532fc13d-c5cd-4e1a-ab1d-20d9ff6f1852,2024-08-25 21:26:13,Theater,74.79,3,7913a45f-a14d-4ac3-b28d-4d84e83f63eb,67,Female,Chicago
467a3fec-3003-4a98-8127-a0132722d8ac,2024-07-23 08:54:04,Sports,56.18,3,888c8632-5130-4232-a132-1f2b67a88c1c,36,Female,Phoenix
9aae0034-a985-4ff2-94c0-96526812bdc2,2024-03-12 01:53:59,Concert,44.62,6,54cd5858-1e9e-4091-959d-eb998ad7be9b,41,Male,Phoenix
a959056d-d300-44e1-afb9-386a2b85f17b,2024-05-26 08:15:07,Theater,72.32,5,fce3b8fe-bd4b-425c-9b4c-8ca991ede9bd,39,Male,Chicago
c87ae88c-9eec-41c4-8db7-b1b5b07af391,2024-03-01 07:18:43,Sports,49.87,9,57b6513b-1a3c-4abf-9f95-6b219cf7b919,66,Female,Houston
a27489f0-0652-4f75-a294-489740b0320f,2024-03-08 10:27:19,Theater,124.07,9,c8e6b68c-950a-41be-a57b-6b53c29190f1,48,Female,Houston
1c6dba1d-b35a-4f05-8259-f87b28a98dd9,2024-01-18 22:58:48,Concert,192.01,5,c32563af-8b39-4d3d-a182-34fa65ceedfa,22,Female,New York
ae4a893f-29ac-43b5-bbf4-c40dcb7f5bc4,2024-05-12 07:50:34,Sports,96.03,9,5382f852-3ed5-4d80-b411-69ab1aa3293c,28,Male,Los Angeles
b6620b23-326b-4349-84f0-fadd4cbdf8b1,2024-07-15 14:15:30,Sports,197.08,10,36fd7cb4-e772-4492-b4c2-7f0467ab4436,60,Female,Chicago
9c131af2-fc33-4962-bb8e-b4288467f3ae,2024-06-08 04:08:16,Sports,159.25,3,10bc89a2-472d-443b-a296-6fec9c9dbc92,31,Male,Houston
3870e7e1-0dc9-49fc-af32-d34479a4e387,2024-10-20 03:31:13,Sports,105.75,2,73d5948a-bb09-41bf-b38a-11b58d7028da,57,Female,Chicago
24560574-3a78-435e-a3c6-7033b5ee71d2,2024-07-07 02:02:55,Concert,58.42,8,5644a826-ee1e-442b-8c4e-2b2b38a7a9b5,21,Male,Chicago
26ac5778-69bd-4495-958f-8675b8f264d9,2024-08-29 14:14:10,Sports,79.13,6,542874d7-c786-46cb-8a63-8385e6c09f95,37,Female,Los Angeles
b2f9e221-0412-478b-b58d-2ce9e17e0f4d,2024-09-25 14:44:31,Sports,157.97,2,8a11c3d4-9aa1-4e90-8198-99512abc90c4,58,Male,Los Angeles
5023f30e-baa3-424a-9cf0-d5bb626be31b,2024-03-31 17:52:56,Concert,181.52,7,0fb9c1fb-a994-4efe-a3d9-79e29af23681,24,Male,New York
ee274187-3b1c-499c-95a4-ba790805d1f0,2024-05-19 05:22:03,Sports,54.59,6,877bb3da-d5b2-43b8-8457-4e7ce476811a,53,Male,Los Angeles
ff1ccce2-5b1f-4c7a-84b8-a7f1904707e5,2024-12-30 14:41:20,Sports,51.81,4,fb5d049f-c162-48ac-8c21-03b322873f50,52,Female,Chicago
b21c554e-48c2-4ebc-8deb-9c573ca2b86f,2024-02-11 14:23:29,Theater,191.65,2,dcebc37d-a0cc-46d8-a7e0-bc3b3467631c,68,Male,Phoenix
bc333c90-19e2-47fd-a6be-3b683f9a74eb,2024-06-16 08:24:26,Theater,25.62,5,11475238-857d-4f0b-92d9-87baf4d8d92c,61,Female,Phoenix
15f02949-5db3-4280-b4ce-0cd9964670da,2024-11-01 11:06:55,Concert,166.63,4,612e5b72-1d66-459c-8a49-4faf77fd067c,49,Male,Los Angeles
aa1f9033-dd2b-415e-a7ca-91d58ae651a2,2024-02-11 11:02:01,Concert,132.69,1,d48f75ec-2d0d-4459-8938-cc205141b501,66,Female,Houston
7fcc5860-fc3f-4d8c-b3ac-2af0e5c02c3b,2024-07-19 20:28:23,Sports,125.45,10,18a9b961-2d8d-4435-b450-d5704f19e2b0,37,Female,Los Angeles
88ce0194-8a3d-452e-b7c3-f9ebb55baae5,2024-05-16 13:39:13,Concert,171.1,6,27a248db-89e5-4b95-a626-a33f6ab4c689,69,Male,New York
facf67f9-4496-41b5-bcd9-a83eb0415009,2024-10-07 03:22:50,Concert,186.06,8,a297d20e-3496-427f-a480-46abe26099d7,33,Male,Los Angeles
d873ecd6-d62d-4d7c-b1aa-a538ed70aa3d,2024-02-21 00:17:05,Theater,194.38,1,48cebc0c-4ce7-428e-9558-49e6d65a5d69,26,Male,Phoenix
654efac2-1774-4eaf-99d8-0df2f09955f9,2024-05-24 00:27:01,Sports,143.18,3,c37bcb5d-1198-41e9-8531-5dc5abcb79ad,43,Female,New York
802739e1-b7b3-435a-85c1-2c1139596663,2024-08-15 22:30:18,Concert,46.76,8,f7e2d63d-3106-437c-a466-2c2b248c0b3f,39,Male,Chicago
bfbe36bc-0712-473e-80c8-beb94f88b048,2024-03-11 10:30:55,Sports,101.15,5,b7a49397-f1fa-40cf-9220-134f19e43827,65,Female,New York
49c95fcf-d8b2-403e-9206-16a672711046,2024-08-12 22:35:25,Theater,47.17,2,666ffa74-3c24-4806-bb72-5f3de4d6213b,64,Male,Los Angeles
b5f673af-e65f-44f6-9b99-6808e9ace1f7,2024-12-21 19:39:18,Concert,71.42,1,48b98807-45a6-438a-910e-621d4b54122a,31,Male,Los Angeles
db37ccfc-7df7-4def-a2d0-f38860904f06,2024-07-02 16:15:44,Theater,129.03,9,c513ee1e-d69e-4758-93a4-dd95c7c06126,39,Male,Houston
3f559e7a-7f83-4dc8-99c5-c96381ea8116,2024-09-30 15:29:05,Sports,131.35,7,7ca3f3b6-a0ab-4648-bacd-11942fdf9fe3,68,Male,Phoenix
c4aae314-7ad5-4adf-9a29-73981c311f1d,2024-03-07 00:10:00,Sports,59.14,8,e81f526a-70f5-4b16-a3da-27547ba3a0d7,39,Male,Chicago
32830614-42cd-4a1c-8883-b81951a48e37,2024-11-23 16:04:40,Theater,106.89,10,cc2160c6-d6f0-41f4-8216-16fee37d4a81,29,Male,Los Angeles
37bf02fe-5ff9-4899-b71c-a3ed11bf26e8,2024-08-21 15:56:25,Sports,63.27,6,cddd29f7-cbed-4d2c-9329-0e1861dd330d,21,Female,Los Angeles
e6b5b51b-f322-47e1-9292-31b36ecf8e9a,2024-02-10 00:13:43,Sports,48.38,8,57c94c18-33ca-4aa1-9c89-325cf421427b,30,Female,Chicago
07b7ea8f-3671-4150-bd1c-0792688e830a,2024-08-24 11:47:35,Concert,84.03,8,bb31ec2c-00d3-4d05-8bac-bd82d15b8a42,35,Female,Los Angeles
38018ffd-493a-4c7d-94e8-bf5cb57aaa53,2024-10-18 17:31:36,Concert,60.28,5,331281e0-b435-45f4-8e70-ab2117b92599,46,Male,New York
c2387008-5e82-481e-95d2-0c018183b242,2024-01-23 04:54:45,Concert,111.64,4,b6b9395c-4a80-432c-b8af-fd3a75cd603e,61,Male,Houston
25ed8f06-df91-4b57-8663-85ec0f1918d2,2024-08-13 18:39:47,Theater,172.67,3,a1341fd2-a41a-42a1-89d6-cff5299b259e,38,Male,New York
d08b38f5-1f68-4ccb-97c0-a75af507cf7c,2024-02-14 09:14:59,Theater,89.49,5,8db66ea1-c8b3-4e68-8662-85008bd2fcc5,43,Male,Chicago
74e5d191-f003-4c56-8e5b-94fe2bc84e04,2024-05-20 22:39:53,Sports,55.17,3,81abb817-cc5d-4adc-a58b-95a770cf1c48,24,Male,Houston
886d271e-323d-4968-ae79-704945b24663,2024-07-09 04:24:41,Theater,55.98,1,186fa4d1-46d8-47e9-be33-ca9e8c449930,59,Female,New York
4a369a59-d28e-4c47-b040-1367a1811645,2024-06-28 20:06:44,Sports,187.1,2,17bd8604-f0dd-4f2f-9c18-54c6da6df22e,35,Female,Phoenix
85b6b3aa-38c9-4ae1-b1ec-0376c62814fc,2024-05-03 05:12:43,Sports,125.81,5,e05c1064-d7e5-4c09-bfea-8078248d810e,38,Female,Chicago
dcca972c-0149-4787-86d6-a6805e99880b,2024-05-10 18:41:36,Sports,194.76,4,5bbc8903-b150-4426-a33f-656849e2b6b2,39,Female,Houston
e830b97d-e8db-4629-95ee-08e89e5c4276,2024-10-31 00:58:22,Theater,75.66,4,5ea4de17-d12e-4e41-b611-e4463e57bab5,55,Male,Chicago
46b1f105-cf08-48a1-bebe-0a75ed7f464e,2024-01-13 01:20:29,Sports,55.77,3,a8d34502-b415-48f5-b72c-53e06781f166,32,Female,New York
a3b43385-d535-4733-b2a5-13aa965ac534,2024-07-15 02:14:46,Sports,62.41,6,7d86c2c1-9794-41ca-a403-59d32a155c86,37,Female,Chicago
4c18973b-2c7f-4556-9d11-0ba8b8486feb,2024-10-05 12:46:44,Concert,107.33,2,ac2bdeec-dc7b-4c3d-b2f7-4eebccb2f287,21,Female,Chicago
f97f4544-92d7-47fa-8fc6-3dc3a015e45f,2024-12-16 00:28:23,Theater,156.09,2,a2e14ff9-1b3c-42ff-b915-029847f28458,43,Female,Los Angeles
948af7b1-434f-4554-8fee-8f5c316ac99b,2024-11-27 23:16:07,Concert,91.01,3,062da5ed-c891-4203-93c5-1b39d6d62b4f,22,Female,Chicago
db9133e1-0f12-47b7-9f33-89f909e88a35,2024-03-04 08:57:30,Sports,179.51,3,73a39105-3543-407b-a639-22b2aa6746f8,19,Female,Phoenix
572c3293-147f-481f-a941-55df07d769be,2024-12-16 18:35:07,Concert,89.89,6,20ccdf55-ef33-4d2c-8af7-3da3780d32c8,58,Female,Chicago
a5faef80-3b9f-4d18-8214-78764b7ffe53,2024-01-01 23:26:09,Concert,143.63,2,5139d77b-9b75-444c-8a45-f5f391714898,45,Female,New York
1cbe20a8-c41e-417f-a396-461e669435b9,2024-03-28 09:49:29,Theater,40.05,4,e5da517d-b261-4dd8-9630-eda8b3cc6bc6,32,Male,Los Angeles
dfc968d2-33b4-468d-8bea-fc1a0ed7ca4b,2024-09-19 19:25:43,Concert,180.6,7,8162bad7-4c57-4eed-8279-9eb1c03c2215,26,Male,Phoenix
47afc09b-09d5-4beb-bbd3-aa7e49359820,2024-11-29 13:48:46,Theater,96.77,10,cc384241-1eb0-4bbd-bdca-3b62e845de72,45,Male,Houston
088bfd63-2621-4c82-b9c9-0bddf72b85a8,2024-02-05 15:44:43,Concert,110.72,9,06dee3e2-cb86-4f6b-ada8-5f7c0a25c06c,25,Female,Phoenix
eadaa028-349d-4fce-a3da-554bbcdf23d1,2024-09-05 23:06:38,Sports,72.1,10,6156b3d4-4d07-46d0-8c7c-3b85c9dff1ef,30,Male,Phoenix
7fcea40a-a4fe-4593-bb7b-b7f0596bd6b1,2024-05-04 06:31:20,Theater,85.59,9,6d884954-8a30-45bc-9e9b-4a9e44914ecf,68,Female,Los Angeles
cb33e540-5e1d-4748-9c5c-0220aaa3beef,2024-03-08 22:12:39,Concert,168.69,2,ad20e714-2dae-4ad3-9f81-73d173a3e934,47,Female,New York
09fe1a48-ea02-41cf-9d51-5900b12dae1e,2024-09-25 17:41:35,Sports,129.6,2,e995bdcb-3b15-4cc0-bfe5-26c79047e870,66,Female,Los Angeles
a8a99c51-ece8-4bdf-9398-e0ebd502b738,2024-03-15 00:01:53,Concert,67.13,8,0b260a21-634c-4b9e-8af0-9a7036d9984a,68,Male,Los Angeles
faadcf1c-5e3c-465f-adb0-8ecf2d4060a7,2024-11-23 07:58:37,Sports,61.04,9,bd84e5d1-16b4-4f0e-b869-45c42d6775ff,62,Male,Phoenix
6f085a1b-4e5d-417e-be63-50c7d4f2e75a,2024-05-08 02:41:34,Concert,139.67,6,19654867-0f0c-41d5-9140-f83be83bb248,50,Male,New York
1deaab4d-8fea-4f7d-b6ec-b9451bc19e73,2024-11-21 23:18:08,Sports,65.38,3,86358fc6-afd3-4bed-8306-96cceafbfeee,62,Female,Los Angeles
74ebec2d-068a-4f27-8695-3fa8718f0c46,2024-01-17 22:19:56,Theater,20.98,5,2344147d-b6eb-4120-bfca-9a4e36086f37,63,Female,Phoenix
bbe8205a-e1d0-4469-b7db-d13e95fd746f,2024-09-21 04:55:06,Sports,58.48,3,ab00a065-1ad1-4bbb-af5d-842de24fe271,33,Male,New York
4b296ff5-a363-4713-bde3-e955df5d1202,2024-01-18 22:27:46,Sports,159.39,4,8b9d44a8-393f-432a-ada8-ced1df0a70f7,24,Male,Los Angeles
762d9107-a1b3-4dc4-a223-f4567ccd3771,2024-01-16 07:46:55,Concert,60.67,1,10d2ca92-3407-4774-98eb-54beaddc695b,57,Female,New York
045c0a0b-2bea-4112-932b-6f5e8b171d9d,2024-02-04 05:04:01,Theater,84.44,7,cfa2f116-46ed-4a80-abeb-1d15fcb07bca,63,Male,Chicago
aadb2178-e860-4a10-a5de-d5426da2d82f,2024-02-02 23:19:55,Sports,71.57,5,e18cc42b-9dff-40fe-b732-133c8e9b8125,53,Female,Los Angeles
7bc98d71-4f51-4d89-8c03-641358f37dcb,2024-01-18 23:22:33,Sports,98.44,2,fea2add9-8ba2-4bba-aca3-6f68396cd321,68,Female,Chicago
7a122b9e-36e3-4b71-9f90-dedd07032977,2024-06-04 16:06:28,Sports,131.6,8,299ec262-a515-4ad9-a2ae-df5991fa9060,25,Female,Houston
799bbf57-7dfb-4b44-bb1c-2e1772632882,2024-07-03 02:54:37,Theater,36.2,4,a1dee499-9daf-44bf-8086-f8c82d97df33,40,Female,Chicago
ebd51b0d-8edb-4f18-bf8a-dc92edd22a40,2024-06-19 06:06:26,Sports,185.87,4,73c279e1-ccb9-418e-a1a2-66f9e26418c0,20,Female,Los Angeles
7779493f-bb1b-4da0-b14f-9d850388408a,2024-10-31 14:11:49,Theater,112.83,7,5107c738-b32d-4f8d-a9a5-f446c6ebef51,18,Male,Chicago
d4bf99db-f227-4e75-af39-36cfde324b75,2024-03-11 04:03:26,Sports,21.33,2,0b35df1c-8c00-4c7a-966d-bf6417fa7775,42,Female,Houston
6e3b7ac3-2f4f-4ed1-b9d7-8557b2a2bd3f,2024-03-28 16:15:54,Theater,115.97,6,d04fefc7-28ea-4400-94be-bec1b8ae59df,64,Male,Houston
95b090ae-f03d-4bba-86af-3336d6304109,2024-11-17 23:23:22,Theater,73.62,7,9755deea-fd70-46bf-a43f-6bd640ef543b,63,Male,Los Angeles
6c5d3b17-f367-46da-86f0-ddbcf5a3501a,2024-08-30 09:36:30,Concert,145.39,1,cd58d8d7-453f-4840-97b9-80ac329029d6,19,Female,New York
36f06bb9-9afd-4e55-b14b-abd1fdbb28d6,2024-02-28 01:06:11,Concert,136.93,8,4afea207-93a4-4ddf-9451-d5da9d8383e5,62,Female,Houston
ad299ce6-23b0-467f-888e-f6a652177514,2024-08-22 16:36:24,Concert,175.31,6,292630d2-c343-4af6-8964-f725531e4f7d,45,Male,New York
f687ea38-ceb4-498a-adc8-4c9f62e83433,2024-02-22 18:44:55,Concert,66.85,5,1097f79c-1ae1-4f9d-b24b-f21f60022f2a,20,Male,Chicago
7fc4fb88-0272-46d8-88c0-454b248481fb,2024-02-16 16:31:25,Concert,38.49,1,9d1ab64d-79e5-450f-b30d-2365b5287461,31,Male,Los Angeles
4c31bc34-ca72-4d44-abbf-a7f3669423b1,2024-02-13 13:24:44,Sports,186.39,7,9c9564a1-9a84-4415-84e1-32e7c36b21a9,23,Female,Chicago
4f96e97a-3793-4712-8a66-9203c3329a97,2024-03-30 20:18:00,Concert,179.52,4,7164c74d-7a9d-4f09-b8aa-d667eebb2d42,25,Female,Los Angeles
6c57a1a7-6b9d-40ea-8876-cfd63b3e4fbe,2024-01-09 11:48:15,Theater,109.95,3,73552172-6f65-40b2-af53-42343a85bb08,49,Male,Los Angeles
05a82ac3-17c1-4e9d-a699-4c031fc01c28,2024-08-11 23:26:34,Theater,147.65,7,bf1e0a5d-c317-459d-8951-f5d8b702d039,50,Male,Phoenix
4d8cc5bd-37ef-4d19-b434-bdd8320a0786,2024-10-15 18:13:50,Theater,92.37,3,494ee95a-3320-41bc-838b-5f8c49bc7ed9,43,Female,New York
5eca48dc-abcc-44bd-9f93-338ae32215bb,2024-02-13 23:15:25,Concert,147.14,3,8e488d20-0b37-4646-8921-2df23a24b401,57,Male,Los Angeles
5de5f875-6a5c-4c7f-a88c-cb6d7651e49d,2024-01-28 16:26:20,Sports,179.86,6,b2f06764-50a5-4cd0-8b60-2759295b9a0b,55,Male,Chicago
b835be37-f051-4064-a9cc-262f14ed697d,2024-09-20 12:27:43,Theater,50.24,1,c864ddb1-c152-45a7-93fa-83d55bd1fdb0,48,Female,Chicago
1e27e89d-ce15-47db-8da4-8daa1fde356e,2024-11-15 18:15:19,Theater,136.88,7,803dfeb3-cf37-47b5-b5f2-52f32b5f405d,59,Female,Los Angeles
78353808-1da8-4c91-a6a9-13f66550d930,2024-05-13 15:41:34,Concert,116.98,7,e3d748af-5abc-47d3-9c52-c67aa37b94ef,44,Female,Chicago
f9e9d75a-2531-4191-b0d1-2e8eba65c04e,2024-05-23 22:50:48,Sports,190.95,3,82a8355d-29c9-4cb7-8f38-2c3b5aaa0665,61,Female,Houston
d37bbf62-5fe7-4124-8673-b4c660cf14fe,2024-07-30 00:12:24,Sports,154.54,6,033b8841-20a4-4320-af33-94c85ed8f327,27,Female,Chicago
7a73bb78-45a4-488d-8f22-50f1d8f5b70b,2024-10-23 06:27:39,Sports,137.34,10,6ca993c9-b8f9-4cd1-aa3c-3f039db17192,67,Female,Houston
d3d4f7f5-e4cf-4094-8713-6a62d8c44114,2024-01-21 00:07:42,Concert,56.28,2,08a70d0a-0cd4-4830-aa7f-936a2a32be59,47,Male,Houston
158ac84c-1d80-44b9-bda0-d78d897e843e,2024-09-26 13:08:37,Sports,64.96,9,51480b73-609f-490b-912c-cfb8d342fac5,44,Female,Los Angeles
987d6378-495e-4905-88c2-2f49e2dc81cb,2024-11-13 12:06:37,Sports,70.6,3,58a2dba6-1246-4cf6-8a9b-6b538d22dfc1,25,Male,New York
d5cebda2-ff87-435a-8d2e-d4bad9b04ee6,2024-01-18 15:12:11,Sports,56.03,6,890cce39-26e9-47ed-bdc2-935bd0e508a2,42,Female,Los Angeles
c171b4bc-2ff6-44c1-9837-f7cb4f42840d,2024-01-25 19:26:55,Sports,119.51,2,73752f9e-d776-4005-87b9-e4bf0a8f39b5,70,Female,Chicago
820a39e2-8d3e-49d9-ba64-de4fe6d41895,2024-06-21 21:34:09,Concert,163.6,4,41cd4022-bf56-453d-b7eb-ec2919bf72be,30,Female,Houston
46f44f4f-1e06-4a3b-93a1-a972f699eb58,2024-07-29 14:29:03,Concert,138.81,8,7de7afca-58a7-499d-ba5a-d9903838507c,59,Female,Chicago
c1866da1-f6f4-4a73-8950-8fead6244c53,2024-06-22 18:55:45,Sports,165.11,6,b4a23618-799a-484f-89ed-3321e4ac5d51,24,Male,Phoenix
3cf1b116-bf07-465a-af12-994b9753af61,2024-06-17 18:08:23,Concert,146.08,5,6d85d597-c80b-4e50-b749-feda316a01e3,30,Male,New York
316dbc1d-424e-4d6c-a5e2-60aaefa15aab,2024-04-30 18:12:26,Sports,185.46,8,c77007e4-f851-438a-81d1-64e05e1234f8,32,Male,Los Angeles
1cdaa60d-ab88-4f56-b9b2-af17dab93808,2024-08-19 22:57:17,Theater,133.35,7,0ad20332-af05-4ce0-bfef-8ba419bcad21,32,Female,Phoenix
539bf130-3e0e-4f2b-a82b-e56e248e6acc,2024-07-29 15:44:46,Sports,191.96,10,65f4444a-4d13-465e-9570-552970a1037b,42,Female,Phoenix
63eca991-0f1e-4b59-bf1e-433d240535ea,2024-07-23 21:00:40,Sports,71.98,9,b58e12cb-dee9-4bb3-9672-b7fd64b50d76,28,Female,Phoenix
ee07173e-7ff5-4fa3-b412-a6f1866f961f,2024-06-12 22:38:23,Theater,29.9,2,b70c5b87-fa6f-40d1-86fa-739fc060b173,26,Female,Chicago
